category,resource_key,msg_id,final_zh,updated_at,compiled_at,reviewed_at,ai_reviewed_at,high_risk_at
event_e700,EVENT_DATA/MESSAGE/E700/E704_100.BMD,SEL_049_0_0,"[sel SEL_049_0_0 top]
[s]他确实是……[e]
[s]前辈也没资格说别人吧……[e]
[s]前辈真的确定吗？[e]",2026-08-20T01:35:49.094Z,2026-09-01T12:35:14.057Z,2026-08-22T02:18:02.378Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_000_0_0,"[msg MSG_000_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 2 0 4086 65535 0]不好意思，突然要你来。[n][f 1 3 65535][w][e]
[s][vp 8 2 0 0 65535 0]……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]……虽然现在得决定要不要跟丸喜氏战斗，[n]我也知道事到如今不该说这种事……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_003_0_0,"[msg MSG_003_0_0 [喜多川 佑介]]
[s][bup 0 5 5 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]但，我还是没办法逃避事实……！[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]请让我这背叛你的人跟你一起拯救世界…[n]…我怎么可能说得出口！[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 53713 65535 0]我是个……我是个无可救药的笨蛋！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_007_0_0,"[msg MSG_007_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 2 0 4157 65535 0]我从你身上，[n]学到了面对真相却不逃避的坚强……[n][f 1 3 65535][w][e]
[s][bup 0 5 2 65535 0][f 4 10 65535 0 0][f 4 24 0 4 6 37 3 100][vp 8 2 0 0 65535 0]我为斑目生产赝品、[n]玷污艺术的行为生气，所以向他告别……！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_008_0_0,"[msg MSG_008_0_0 [喜多川 佑介]]
[s][bup 0 5 2 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]可是结果呢？[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]面对丸喜他所创造的虚假的希望，[n]我却简简单单地陷进去了！[n][f 1 3 65535][w][e]
[s][bup 0 5 5 65535 0][f 4 10 65535 0 0][f 4 24 0 4 6 45 3 100][vp 8 2 0 0 65535 0]这是何等的屈辱……！不，[n]我简直是个渺小、庸俗的人！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_010_0_0,"[msg MSG_010_0_0 [喜多川 佑介]]
[s][bup 0 5 2 65535 0][f 4 10 65535 0 0][vp 8 2 0 4024 65535 0]我做不到……这种情况我根本无法冷静！[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]你也是！为什么不狠狠地教训我一顿！[n]我可是背叛了你啊……！[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]这可是对艺术……[n]也是对跟我一起找到美的答案的[fName]的亵渎啊！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_011_0_0,"[msg MSG_011_0_0 [喜多川 佑介]]
[s][bup 0 5 5 65535 0][f 4 10 65535 0 0][vp 8 2 0 53713 65535 0]我什么都不是……[n]甚至配不上自己说过的那些空话……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]我连直视你的勇气都没有……[n]原谅我，[f 4 2]……[n][f 1 3 65535][w][e]",2026-08-21T01:06:49.940Z,2026-09-01T12:35:14.057Z,2026-08-22T04:51:41.287Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_015_0_0,"[msg MSG_015_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]我太自大了。像我这种人，[n]还想去接触真正的美……[n][f 1 3 65535][w][e]
[s][bup 0 5 2 65535 0][f 4 10 65535 0 0][f 4 24 0 4 6 37 3 100][vp 8 2 0 0 65535 0]只不过是痴人说梦话！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_017_0_0,"[msg MSG_017_0_0 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 2 0 4186 65535 0]放弃……？[fName]……你……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_019_0_0,"[msg MSG_019_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][vp 1 0 0 0 0 0]……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]……抱歉，[n]看来我现在正要犯下跟之前一样的过错。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_020_0_0,"[msg MSG_020_0_0 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]我只是追随着艺术这个伟大母亲的[n]一只雏鸟罢了……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]为了翱翔在天空中却总是从巢中滚落，[n]现在只能继续学着如何展开翅膀……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_021_5_0,"[msg MSG_021_5_0 [喜多川 佑介]]
[s][bup 0 5 5 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]……但是，为什么我只把跟画画有关的[n]人当作是能成为自己老师的人呢！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_022_0_0,"[msg MSG_022_0_0 [喜多川 佑介]]
[s][bup 0 5 1 65535 0][f 4 10 65535 0 0][vp 8 2 0 4048 65535 0]我明明有你这样的朋友在……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]我明明在和[fName]的对话里，学到了许多东西。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_024_0_0,"[msg MSG_024_0_0 [喜多川 佑介]]
[s][bup 0 5 4 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]抱歉，我不小心太兴奋了。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]不管怎样，[n]我还有很多需要从你们身上学习的事。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_026_0_0,"[msg MSG_026_0_0 [喜多川 佑介]]
[s][vp 8 2 0 4107 65535 0]原来如此……这股力量，[n]就是我的原点、我的真谛吗？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_027_0_0,"[msg MSG_027_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0][fName]……我并不觉得这个理想中[n]的『现实』一定是错的。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]我甚至还觉得某些部分挺美的。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_028_0_0,"[msg MSG_028_0_0 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]但是……和你聊完以后，[n]我还是想在原本的现实生活下去。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]在那个美丑全部交杂在一起的现实里生活。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_030_0_0,"[msg MSG_030_0_0 [喜多川 佑介]]
[s][bup 0 5 1 65535 0][f 4 10 65535 0 0][vp 8 2 0 4189 65535 0]呵，当然。[n][f 1 3 65535][w][e]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][f 4 24 0 4 6 59 5 100][vp 8 2 0 0 65535 0]回去吧，回到那个和你一起找到美的真谛的，[n]那个现实。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_031_0_0,"[msg MSG_031_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 2 0 4192 65535 0]……在这之前，饿着肚子什么都免谈。[n][f 1 3 65535][w][e]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][f 4 24 0 4 6 59 5 100][vp 8 2 0 0 65535 0]话说回来，我还没端茶给客人呢…[n]…你有带点心之类的来这里吧？[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 2 0 0 65535 0]羊羹？铜锣烧？还是……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,MSG_032_0_0,"[msg MSG_032_0_0 [喜多川 佑介]]
[s][vp 8 2 0 4031 65535 0]感谢你陪我到这么晚。那么，再会了。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,PFM_026_5_0,"[msg PFM_026_5_0]
[s][vp 1 0 0 0 0 0]佑介的[n]人格面具从[clr 1]神须佐之男[clr 27]进化为[clr 2]五郎吉[clr 27]了！[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_001_0_0,"[sel SEL_001_0_0 top]
[s]前辈，怎么了？[e]
[s]你为什么不看我？[e]",2026-08-20T06:06:48.317Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:52.577Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_004_0_0,"[sel SEL_004_0_0 top]
[s]没必要那么做。[e]
[s]你没事吧？[e]",2026-08-20T06:47:34.302Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:53.737Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_009_0_0,"[sel SEL_009_0_0 top]
[s]请冷静一点。[e]
[s]深呼吸一下。[e]",2026-08-20T07:00:01.195Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:54.415Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_012_0_0,"[sel SEL_012_0_0 top]
[s]或许，这就是人心吧。[e]
[s]这里面难道没有美吗？[e]",2026-08-20T07:02:48.177Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:55.905Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_016_0_0,"[sel SEL_016_0_0 top]
[s]前辈要放弃了吗？[e]
[s]这不是结束，而是开始。[e]",2026-08-20T06:06:48.317Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:56.383Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_023_0_0,"[sel SEL_023_0_0 top]
[s]前辈……好痛……[e]
[s]请稍微离我远一点。[e]",2026-08-20T01:31:58.528Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:56.871Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_200.BMD,SEL_029_0_0,"[sel SEL_029_0_0 top]
[s]这才是我认识的佑介学长！[e]
[s]你真的没问题吗？[e]",2026-08-20T06:09:10.749Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:57.304Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_205.BMD,MSG_000_0_0,"[msg MSG_000_0_0 [喜多川 佑介]]
[s][bup 0 5 0 5 0][f 4 10 65535 0 0][vp 8 2 0 4100 65535 0]这不是[fName]吗。今天还是老样子，好冷啊……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_205.BMD,MSG_001_0_0,"[msg MSG_001_0_0 [喜多川 佑介]]
[s][bup 0 5 0 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]不过，冬天的空气真的不错。[n]到处都没有污染，非常干净……[n][f 1 3 65535][w][e]
[s][bup 0 5 3 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][f 4 24 0 4 0 38 5 100]……不管是什么东西感觉都能看得一清二楚。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]不想见到的事实也是，全部都……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_205.BMD,MSG_003_0_0,"[msg MSG_003_0_0 [喜多川 佑介]]
[s][bup 0 5 3 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]不，等一下。我想跟你说的不是这些……[n][f 1 3 65535][w][e]
[s][bup 0 5 0 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][f 4 24 0 4 0 59 5 100]……抱歉，待会可以再见一次面吗？[n]挑你有空的时间就好。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_205.BMD,MSG_004_0_0,"[msg MSG_004_0_0 [喜多川 佑介]]
[s][bup 0 5 3 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]这个嘛。我……[n][f 1 3 65535][w][e]
[s][bup 0 5 0 5 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][f 4 24 0 4 0 59 5 100]……抱歉，待会可以再见一次面吗？[n]挑你有空的时间就好。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_205.BMD,SEL_002_0_0,"[sel SEL_002_0_0 top]
[s]我现在有点忙……[e]
[s]前辈，发生什么事了吗？[e]",2026-08-20T01:35:49.094Z,2026-09-01T12:35:14.057Z,2026-09-01T05:43:57.972Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_300.BMD,MSG_000_0_0,"[msg MSG_000_0_0 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 2 0 4031 65535 0]今天真的很感谢你。多亏有你，[n]我想到了非常棒的点子。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_300.BMD,MSG_001_0_0,"[msg MSG_001_0_0 [喜多川 佑介]]
[s][bup 0 5 3 65535 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]不过……没想到我的画竟然能帮到怪盗团。[n][f 1 3 65535][w][e]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][f 4 24 0 4 0 59 5 100]毕竟都跟你交易了，今后我也会尽全力帮忙。[n]有需要的时候随时告诉我。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_300.BMD,MSG_003_0_0,"[msg MSG_003_0_0 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][coop 5 5 5]这是我该说的话。没有你的帮忙，[n]我今天也画不出来。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_300.BMD,MSG_004_0_0,"[msg MSG_004_0_0 [喜多川 佑介]]
[s][bup 0 5 4 65535 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0][coop 5 5 5]你没必要对我那么客气吧？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E704_300.BMD,MSG_005_0_0,"[msg MSG_005_0_0 [喜多川 佑介]]
[s][bup 0 5 1 65535 0][f 4 10 65535 0 0][vp 8 2 0 53733 65535 0][coop 5 10 5]好，交给我吧。我会尽全力挥动我的画笔的。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_005_0_0,"[msg MSG_005_0_0 [佐仓 惣治郎]]
[s][bup 0 103 2 0 0][f 4 10 65535 0 0][vp 8 0 0 6 65535 0]监护人嘛，每个月可得交两次报告才行啊。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 7 65535 0]我已经觉得够麻烦了，[n]可别再让我写什么奇怪的内容啊。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_006_0_0,"[msg MSG_006_0_0 [佐仓 惣治郎]]
[s][cut 1 65535 65535 65535 65535 65535 65535 65535 103 2 300 1][vp 8 0 0 8 65535 0]听好了，[n]这个社会是有无法违背的秩序和权力存在的。[n][f 1 3 65535][w][e]
[s][bup 0 103 2 0 0][f 4 10 65535 0 0][vp 8 0 0 9 65535 0]只是一个人自己去送死的话那倒还好，[n]问题是有些笨蛋会连累其他人。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 10 65535 0]我这可是在帮社会消除隐患，[n]避免出现更多那种笨蛋。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_008_0_0,"[msg MSG_008_0_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 0 0 12 65535 0]好，我要出发了。晚了点真是抱歉啊。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_008_5_0,"[msg MSG_008_5_0 [佐仓 惣治郎]]
[s][bup 0 103 1 0 0][f 4 10 65535 0 0][vp 8 0 0 13 65535 0]……我知道啦。就是平时的那个对吧？[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 14 65535 0]那就待会见。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_009_0_0,"[msg MSG_009_0_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 0 0 15 65535 0]就像你看到的一样。[n]无论是工作还是私底下我都很忙的。[n][f 1 3 65535][w][e]
[s][bup 0 103 1 0 0][f 4 10 65535 0 0][f 4 24 0 4 0 36 3 100][f 4 24 0 4 0 9 3 100][vp 8 0 0 16 65535 0]要是你肯来帮忙的话，那我会轻松很多呢……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_013_0_0,"[msg MSG_013_0_0 [佐仓 惣治郎]]
[s][bup 0 103 5 0 0][f 4 10 65535 0 0][vp 8 0 0 19 65535 0]看管好你的这种麻烦才要麻烦得多呢。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_014_0_0,"[msg MSG_014_0_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 0 0 20 65535 0]我不会让你白做的，你肯帮忙的话，嗯……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 21 65535 0]就教你怎么泡咖啡。这样不错吧？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_016_7_0,"[msg MSG_016_7_0 [伊格尔]]
[s][bup 0 201 0 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]你似乎又缔结了新的契约。很好。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_016_8_0,"[msg MSG_016_8_0 [伊格尔]]
[s][bup 0 201 0 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]凭借这份羁绊，巩固好支持你的人脉吧。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_010.BMD,MSG_017_5_0,"[msg MSG_017_5_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 0 0 24 65535 0]那么，帮忙的事就拜托啦。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-08-10T06:55:31.841Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_000_0_0,"[msg MSG_000_0_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 2 0 5102 65535 0]既然要在店里帮忙，那你就得把一些基本的[n]东西记到脑子里才行……[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]我说的意思，你一定懂的吧？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_003_0_0,"[msg MSG_003_0_0 [佐仓 惣治郎]]
[s][bup 0 103 5 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]小姑娘，那种课你还早得很。[n]我要教你的是怎么泡咖啡。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]这家店生意算不上多好，[n]但做事有我的规矩。[n][f 1 3 65535][w][e]
[s][bup 0 103 2 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]要是敢端出难喝的咖啡，[n]我二话不说就把你赶出去。明白吗？[n][f 1 3 65535][w][e]",2026-08-21T00:22:31.736Z,2026-09-01T12:35:14.057Z,2026-08-22T04:51:41.287Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_004_0_0,"[msg MSG_004_0_0 [佐仓 惣治郎]]
[s][bup 0 103 3 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]唉……看来以后要完蛋了。[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][f 4 24 0 4 0 37 3 100][f 4 24 0 4 0 0 5 100][vp 8 0 0 0 65535 0]就算我的店再怎么门可罗雀，[n]也是有所讲究的。[n][f 1 3 65535][w][e]
[s][bup 0 103 2 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]你敢给客人泡一杯难喝的咖啡试试，[n]直接就把你赶出去……给我记好了啊。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_005_0_0,"[msg MSG_005_0_0 [打扮夸张的女客人]]
[s][vp 8 0 0 0 65535 0]别对那个可怜的姑娘那么苛刻。[n]她可没有你那么熟练。[n][f 1 3 65535][w][e]
[s][vp 8 0 0 0 65535 0]我跟你说，小姑娘，[n]小惣泡咖啡的手艺绝对没问题。[n][f 1 3 65535][w][e]
[s][vp 8 0 0 0 65535 0]而且和特制的咖喱也很搭，[n]让人忍不住就一起都点了。[n][f 1 3 65535][w][e]",2026-08-21T01:06:41.751Z,2026-09-01T12:35:14.057Z,2026-08-22T04:51:41.287Z,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_008_0_0,"[msg MSG_008_0_0 [佐仓 惣治郎]]
[s][bup 0 103 1 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]很不巧啊，这是商业机密。不过，你用舌[n]头偷走这份美味的话，我倒是不在乎哦？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_008_5_0,"[msg MSG_008_5_0 [佐仓 惣治郎]]
[s][bup 0 103 0 0 0][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]开店会有各种客人来光顾。一定要了[n]解他们的感受，好好地招待他们，知道吗？[n][f 1 3 65535][w][e]
[s][f 4 10 65535 0 0][vp 8 0 0 0 65535 0]接待客人就是要这样。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_012_0_0,"[msg MSG_012_0_0 [有活力的中年男性]]
[s][vp 8 0 0 0 65535 0]还靠车站这么近，地段不错嘛。嗯？[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_014_0_0,"[msg MSG_014_0_0 [有活力的中年男性]]
[s][vp 8 0 0 0 65535 0]不聊一下吗？也太冷淡了吧。[n][f 1 3 65535][w][e]
[s][vp 8 0 0 0 65535 0]啊，这个味道……[n]好怀念啊！是那个咖喱对吧？[n][f 1 3 65535][w][e]
[s][vp 8 0 0 0 65535 0]难道说，你还对『那个女人』……[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
event_e700,EVENT_DATA/MESSAGE/E700/E705_020.BMD,MSG_016_0_0,"[msg MSG_016_0_0 [有活力的中年男性]]
[s][vp 8 0 0 0 65535 0]哈哈，真拿你没办法。今天我只是来打个[n]招呼而已。我最近会再抽空过来的！拜拜。[n][f 1 3 65535][w][e]",2026-08-09T13:00:00.000Z,2026-09-01T12:35:14.057Z,,,
